CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
21-06-1195-46,21-016,JALAPA,MONJAS,instituto tecnico de formacion integral,barrio el porvenir,,Ana Gloria Molina Teo,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JALAPA
21-06-1338-46,21-016,JALAPA,MONJAS,instituto tecnico industrial miguel faraday,barrio la libertad,52971434,Ana Gloria Molina Teo,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-06-1339-46,21-003,JALAPA,MONJAS,instituto tecnico insdustrial albert einstein,barrio el porvenir,52589094,Iris Victoria Teo Orellana,Hugo Francisco Najera Lopez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-06-1426-46,21-016,JALAPA,MONJAS,colegio tecnico mixto monte nevado de oriente,barrio el porvenir,,Ana Gloria Molina Teo,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-07-0063-46,21-020,JALAPA,MATAQUESCUINTLA,instituto nacional de educacion diversificado,canton elena,38366101,Maria Fernanda Aguilar Reyes,Ana Rebeca Herrera Jacobo,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-07-0080-46,21-019,JALAPA,MATAQUESCUINTLA,instituto tecnico insdustrial albert einstein,canton barrios,79225573,Idalia Olina Gonzalez Reyes, ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA
21-07-0081-46,21-020,JALAPA,MATAQUESCUINTLA,instituto tecnico insdustrial albert einstein,4a av 1-61 zona 3 canton calvario,47966181,Maria Fernanda Aguilar Reyes,Josue David Polanco Monterroso,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-07-0089-46,21-020,JALAPA,MATAQUESCUINTLA,colegio particular mixto centro de estudios de informatica compumaster,2a avenida 7-06 zona 4,55812698,Maria Fernanda Aguilar Reyes,Henry Manrique Reyes,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-07-0095-46,21-020,JALAPA,MATAQUESCUINTLA,colegio particular mixto san jose,aldea san jose,32486684,Maria Fernanda Aguilar Reyes,Sandra Liliana Munoz Lemus,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-07-0097-46,21-019,JALAPA,MATAQUESCUINTLA,colegio particular mixto la sagrada familia,3a calle 6-04 zona 2 canton calvario,79242042,Idalia Olina Gonzalez Reyes,Amilcar Perez Ramirez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JALAPA
21-07-0098-46,21-019,JALAPA,MATAQUESCUINTLA,instituto tecnico insdustrial albert einstein,4a avenida 1-61 zona 3 canton calvario,47966181,Idalia Olina Gonzalez Reyes,Josue David Polanco Monterroso,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-07-0101-46,21-019,JALAPA,MATAQUESCUINTLA,colegio particular mixto centro de estudios de informatica compumaster,2a avenida 7-06 zona 4,55812698,Idalia Olina Gonzalez Reyes,Henry Manrique Reyes,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-07-0110-46,21-018,JALAPA,MATAQUESCUINTLA,colegio particular mixto centro de estudios de informatica compumaster,2a av 7-06 zona 4,55812698,Mario Leonel Sandoval Martinez,Henry Manrique Reyes,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JALAPA
21-07-0111-46,21-019,JALAPA,MATAQUESCUINTLA,colegio laude,5a av 4-32 zona 3,36087926,Idalia Olina Gonzalez Reyes,Orfa Eunice Gonzalez Gomez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-07-0119-46,21-020,JALAPA,MATAQUESCUINTLA,colegio particular mixto divino maestro,3a avenida 1-44 zona 3,79242216,Maria Fernanda Aguilar Reyes,Juan Jose Lopez Albizures,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-07-0122-46,21-020,JALAPA,MATAQUESCUINTLA,colegio particular mixto divino maestro,3a avenida 1-44 zona 3,79242216,Maria Fernanda Aguilar Reyes,Juan Jose Lopez Albizures,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-07-0124-46,21-018,JALAPA,MATAQUESCUINTLA,colegio particular mixto la sagrada familia,3ra calle 6-04 zona 2,30640255,Mario Leonel Sandoval Martinez,Amilcar Perez Ramirez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JALAPA
21-07-0273-46,21-020,JALAPA,MATAQUESCUINTLA,instituto diversificado municipal de perito contador,1ra calle 1-19 zona 2 canton calvario,51959975,Maria Fernanda Aguilar Reyes,Luis Oswaldo Donis Duran,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JALAPA
21-07-0402-46,21-019,JALAPA,MATAQUESCUINTLA,de ensenanza,mataquescuintla jalapa,,Idalia Olina Gonzalez Reyes,,COOPERATIVA,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JALAPA
21-07-0933-46,21-020,JALAPA,MATAQUESCUINTLA,colegio particular mixto la sagrada familia,3a calle 6-04 zona 2 canton calvario,79242042,Maria Fernanda Aguilar Reyes,Amilcar Perez Ramirez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-07-1269-46,21-020,JALAPA,MATAQUESCUINTLA,colegio particular mixto centro de estudios de informatica compumaster,2a avenida 7-06 zona 4,55812698,Maria Fernanda Aguilar Reyes,Henry Manrique Reyes,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-07-1416-46,21-020,JALAPA,MATAQUESCUINTLA,colegio particular mixto la sagrada familia,3a calle 6-04 zona 2 canton calvario,79242042,Maria Fernanda Aguilar Reyes,Amilcar Perez Ramirez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-07-1463-46,21-020,JALAPA,MATAQUESCUINTLA,colegio mixto del sagrado corazon,canton elena,57701693,Maria Fernanda Aguilar Reyes,Hector Adan Juarez Morales,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA
22-01-0014-46,22-013,JUTIAPA,JUTIAPA,escuela nacional de ciencias comerciales no 3,complejo educativo barrio el condor,78441241,Rony Esmeltzer Ramos Quinonez,Mirza Elizabeth Aragon Polanco,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0015-46,,JUTIAPA,JUTIAPA,instituto privado mixto de educacion diversificada colegio moderno jutiapaneco,3a avenida 4-66 zona 1,,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0017-46,22-003,JUTIAPA,JUTIAPA,colegio tecnico profesional san cristobal,7a calle 5-35 zona 1,78441530,Remberto Recinos Sarceno,Delmy Astrid Mendez Polanco,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0019-46,22-001,JUTIAPA,JUTIAPA,instituto tecnico particular de diversificado intecpadi,5a calle 5-65 zona 1,78442296,Cecilia Isabel Aldecoa Casasola De Castro,Roni Ernesto Recinos Estrada,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0020-46,22-001,JUTIAPA,JUTIAPA,colegio particular mixto de magisterio,1ra avenida 4-64 zona 1,78442157,Cecilia Isabel Aldecoa Casasola De Castro,Israel Josue Vasquez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0022-46,22-037,JUTIAPA,JUTIAPA,instituto privado mixto de educacion diversificada de mercadotecnia y publicidad de oriente,5a ave 7-35 zona 1,78441530,Sandra Ninneth Bonilla Archila,Jorge Mario Aguilar Retana,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0221-46,22-009,JUTIAPA,JUTIAPA,colegio particular mixto integral evolucion,7a calle y 8a avenida 7-49 zona 3 barrio el chaparon,78443090,Gaudy Yadira Isabel Ixchop Ambrocio,Mildred Esperanza Villanueva De Florian,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0222-46,22-001,JUTIAPA,JUTIAPA,colegio particular mixto integral evolucion,7a calle y 8a avenida 7-49 zona 3 barrio el chaparon,57313172,Cecilia Isabel Aldecoa Casasola De Castro,Miguel Angel Martinez De La Vega,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0254-46,22-001,JUTIAPA,JUTIAPA,liceo crezco aprendiendo,7a calle entre 6a y 7a avenida zona 3 barrio el chaparron,78442263,Cecilia Isabel Aldecoa Casasola De Castro,Cindy Violeta Mansilla Arroyo,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0255-46,22-001,JUTIAPA,JUTIAPA,colegio particular mixto de magisterio,1ra avenida 4-64 zona 1,78442157,Cecilia Isabel Aldecoa Casasola De Castro,Jorge Omar Vasquez Leon,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0256-46,22-007,JUTIAPA,JUTIAPA,escuela de estudios penitenciarios,3era brigada militar de infanteria aldea cerro gordo,,Wilmer Obed Ramirez Linares,Julio Martin Castellanos Pena,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0261-46,22-001,JUTIAPA,JUTIAPA,colegio particular mixto el pilar,5acalle 5-92 zona 1,78446397,Cecilia Isabel Aldecoa Casasola De Castro,Manuel Estuardo Valdez Paz,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0262-46,22-001,JUTIAPA,JUTIAPA,liceo jutiapa,4ta calle 1-53 zona 1,78441008,Cecilia Isabel Aldecoa Casasola De Castro,Alvaro Cisneros Quinonez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0270-46,22-003,JUTIAPA,JUTIAPA,colegio el bosque,aldea el chiltepe,78442277,Remberto Recinos Sarceno,Ingrid Carol Juarez Dominguez,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0275-46,22-001,JUTIAPA,JUTIAPA,instituto tecnologico bilingue,9a ave 7-59 zona 1,78442338,Cecilia Isabel Aldecoa Casasola De Castro,Osiel Dionicio Vivar,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0277-46,22-003,JUTIAPA,JUTIAPA,instituto tecnologico de computacion de oriente itco,8a calle 4-42 zona 1 barrio latino,58248045,Remberto Recinos Sarceno,Jonathan Gabriel Azmitia Gonzalez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0282-46,22-003,JUTIAPA,JUTIAPA,colegio particular mixto genesis,8a avenida 7-33 zona 3 barrio el chaparron,78446178,Remberto Recinos Sarceno,Alba Yesenia Alarcon Hernandez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0295-46,22-013,JUTIAPA,JUTIAPA,instituto nacional de educacion diversificado,complejo educativo barrio el condor,58436203,Rony Esmeltzer Ramos Quinonez,Marta Luisa Bonilla Garcia,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0298-46,22-005,JUTIAPA,JUTIAPA,instituto nacional de educacion diversificado,aldea los anonos canton valencia,47704740,Edgar Arnulfo Gonzalez Gudiel,Fredy Estuardo Sica Cuyuch,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0300-46,22-037,JUTIAPA,JUTIAPA,colegio para trabajadores prof carlos armando cambara garcia,entrada al complejo educativo 0-16 zona 3,58251449,Sandra Ninneth Bonilla Archila,Edgar Arnulfo Gonzalez Gudiel,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0302-46,22-001,JUTIAPA,JUTIAPA,instituto tecnico particular de diversificado intecpadi,5ta calle 5-43 zona 1,78442296,Cecilia Isabel Aldecoa Casasola De Castro,Roni Ernesto Recinos Estrada,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0304-46,22-003,JUTIAPA,JUTIAPA,colegio nuevos horizontes,caserio villa hermosa canton potrero grande,33014043,Remberto Recinos Sarceno,Estrellita Noricelda Ramirez Cabrera,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0305-46,22-013,JUTIAPA,JUTIAPA,instituto nacional de educacion diversificado,complejo educativo barrio el condor,46863273,Rony Esmeltzer Ramos Quinonez,Jessica Iveth Avila Archila,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0306-46,22-001,JUTIAPA,JUTIAPA,centro de estudios diversificados ced jutiapa,aldea las crucitas,41589757,Cecilia Isabel Aldecoa Casasola De Castro,Ana Maria Sandoval Moran,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0310-46,22-003,JUTIAPA,JUTIAPA,liceo educativo innovador leisar,7a avenida 5-24 barrio el chaparron zona 3,78441031,Remberto Recinos Sarceno,Regnier Antonio Velasquez Donis,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0312-46,22-037,JUTIAPA,JUTIAPA,liceo educativo innovador leisar,7a avenida 5-24 barrio el chaparron zona 3,78441031,Sandra Ninneth Bonilla Archila,Regnier Antonio Velasquez Donis,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0314-46,22-037,JUTIAPA,JUTIAPA,colegio el bosque,aldea el chiltepe,41875134,Sandra Ninneth Bonilla Archila,Ingrid Carol Juarez Dominguez,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0320-46,22-001,JUTIAPA,JUTIAPA,instituto tecnico particular de diversificado intecpadi,5ta calle 5-43 zona 1,78442296,Cecilia Isabel Aldecoa Casasola De Castro,Roni Ernesto Recinos Estrada,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0321-46,22-001,JUTIAPA,JUTIAPA,instituto tecnico particular de diversificado intecpadi,5ta calle 5-43 zona 1,78442296,Cecilia Isabel Aldecoa Casasola De Castro,Roni Ernesto Recinos Estrada,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-01-0328-46,22-001,JUTIAPA,JUTIAPA,colegio guatemala,callejon garcia granados 1-16 zona 1,55581840,Cecilia Isabel Aldecoa Casasola De Castro,Eba Candelaria Lemus Ramos,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0329-46,22-013,JUTIAPA,JUTIAPA,liceo oriental,kilometro 1155 carretera interamericana aldea cerro gordo,42198113,Rony Esmeltzer Ramos Quinonez,Erika Marina Ordonez,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0334-46,22-003,JUTIAPA,JUTIAPA,escuela en ciencias de la comunicacion ecco,6a calle 11-29 zona 4 en residenciales san vicente barrio el chaparron,78440228,Remberto Recinos Sarceno,Nancy Paola Martinez Medrano,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0335-46,22-003,JUTIAPA,JUTIAPA,escuela en ciencias de la comunicacion ecco,6a calle 11-29 zona 4 en residenciales san vicente barrio el chaparron,78440228,Remberto Recinos Sarceno,Nancy Paola Martinez Medrano,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0336-46,22-003,JUTIAPA,JUTIAPA,colegio particular mixto genesis,08 calle 7-33 zona 3 barrio el chaparron,78446178,Remberto Recinos Sarceno,Alba Yesenia Alarcon Hernandez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0337-46,22-024,JUTIAPA,JUTIAPA,instituto diversificado de educacion por cooperativa,aldea ciudad pedro alvarado,54125788,Carlos Obdulio Orozco Reyes,Claudia Patricia Davila Ramirez,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0338-46,22-001,JUTIAPA,JUTIAPA,liceo jutiapa,4a calle 1-53 zona 1 jutiapa jutiapa,78441008,Cecilia Isabel Aldecoa Casasola De Castro,Helin Betzaida Flores Alejandro,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-01-0340-46,22-003,JUTIAPA,JUTIAPA,colegio particular mixto genesis,7a calle y 8a avenida 7-49 zona 3 barrio el chaparon,78446178,Remberto Recinos Sarceno,Alba Yesenia Alarcon Hernandez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-01-0342-46,22-001,JUTIAPA,JUTIAPA,colegio san francisco,2a calle 5-98 zona 3 barrio la federal,78440300,Cecilia Isabel Aldecoa Casasola De Castro,Monica Victoria Velasquez Corado,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0350-46,22-003,JUTIAPA,JUTIAPA,colegio particular mixto eben ezer,7a calle y 8a avenida 7-49 zona 3,30085046,Remberto Recinos Sarceno,Fibi Judith Lemus Hernandez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JUTIAPA
22-01-0354-46,22-003,JUTIAPA,JUTIAPA,colegio tecnico profesional san cristobal,5ta avenida 7-35 zona 1 barrio latino,78441530,Remberto Recinos Sarceno,Delmy Astrid Mendez Polanco,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0361-46,22-003,JUTIAPA,JUTIAPA,colegio evangelico de educacion integral elim,4a calle 2-05 zona 3,47231479,Remberto Recinos Sarceno,Mirna Aracely Contreras Arana,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0363-46,22-037,JUTIAPA,JUTIAPA,colegio evangelico de educacion integral elim,4a calle 2-05 zona 3,47231479,Sandra Ninneth Bonilla Archila,Yerlin Indira Martinez Lorenzana,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0368-46,22-003,JUTIAPA,JUTIAPA,liceo tecnologico bilingue genesis,7a calle y 8a avenida 7-49 zona 3 barrio el chaparon,78446178,Remberto Recinos Sarceno,Alba Yesenia Alarcon Hernandez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0370-46,22-003,JUTIAPA,JUTIAPA,liceo tecnologico bilingue genesis,7a calle y 8a avenida 7-49 zona 3 barrio el chaparon,78446178,Remberto Recinos Sarceno,Alba Yesenia Alarcon Hernandez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0372-46,22-003,JUTIAPA,JUTIAPA,colegio genius americano,kilometro 1155 carretera interamericana aldea cerro gordo,78286000,Remberto Recinos Sarceno,Heleana Maria Garcia Carrillo,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0373-46,22-013,JUTIAPA,JUTIAPA,colegio liceo cientifico de oriente,12 avenida 06-017 zona 1 calle al complejo,59493731,Rony Esmeltzer Ramos Quinonez,Dulce Maria Vasquez Gonzalez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0374-46,22-013,JUTIAPA,JUTIAPA,instituto nacional de educacion diversificada ined 2 de junio,complejo educativo barrio el condor,77968382,Rony Esmeltzer Ramos Quinonez,Paola Wandaly Virgill Martinez,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0375-46,22-013,JUTIAPA,JUTIAPA,instituto nacional de educacion diversificada ined 2 de junio,complejo educativo barrio el condor,59113300,Rony Esmeltzer Ramos Quinonez,Kimberly Eunice Ramirez Esteban,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0376-46,22-038,JUTIAPA,JUTIAPA,programa naciona de educacion alternativa pronea ,complejo educativo barrio el condor,77908100,Mynor Yobany Merlos Florian,Mynor Yobany Merlos Florian,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,JUTIAPA
22-01-0381-46,22-003,JUTIAPA,JUTIAPA,centro de integracion de tecnicas educativas cite,carretera interamericana p6 zona 4,23399760,Remberto Recinos Sarceno,Karla Vanesa Hernandez Villatoro,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,JUTIAPA
22-01-0382-46,22-037,JUTIAPA,JUTIAPA,centro de integracion de tecnicas educativas cite,carretera interamericana p6 zona 4,23399092,Sandra Ninneth Bonilla Archila,Silvia Eugenia Castro Castillo,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,JUTIAPA
22-01-0386-46,22-003,JUTIAPA,JUTIAPA,instituto profesional jaher,4ta calle 2-11 zona 3,77968770,Remberto Recinos Sarceno,Yolanda De Jesus Rodriguez De Leon,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,JUTIAPA
22-01-0387-46,22-003,JUTIAPA,JUTIAPA,instituto profesional jaher,4ta calle 2-11 zona 3,77968770,Remberto Recinos Sarceno,Yolanda De Jesus Rodriguez De Leon,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,JUTIAPA
22-01-0388-46,22-003,JUTIAPA,JUTIAPA,liceo educativo innovador leisar,7a av 5-25 zona 3,78441031,Remberto Recinos Sarceno,Karla Yesenia Flores Lopez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0389-46,22-001,JUTIAPA,JUTIAPA,instituto tecnico de capacitacion y productividad intecap ,kilometro 1104 ca-1 aldea amayito,77937300,Cecilia Isabel Aldecoa Casasola De Castro,Marina Gonzalez Flores,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-01-0390-46,22-030,JUTIAPA,JUTIAPA,centro de educacion extraescolar ceex departamental,complejo educativo barrio el condor,77908100,Mynor Yobany Merlos Florian,Reyna Amarilis Barrera Alay,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,JUTIAPA
22-01-0394-46,22-003,JUTIAPA,JUTIAPA,liceo bethel,ruta 23 aldea jicaro grande,41607922,Remberto Recinos Sarceno,Deysi Sindy Florian Cardona,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-01-0396-46,22-003,JUTIAPA,JUTIAPA,colegio nuevos horizontes,caserio villa hermosa canton potrero grande,40444735,Remberto Recinos Sarceno,Estrellita Noricelda Ramirez Cabrera,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-01-0401-46,22-003,JUTIAPA,JUTIAPA,liceo tecnologico bilingue genesis,7a calle y 8a avenida 7-49 zona 3,78446178,Remberto Recinos Sarceno,Sandra Damira Lopez Ramirez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-01-0402-46,22-001,JUTIAPA,JUTIAPA,colegio catolico san francisco,2a calle 5-98 zona 3,77253761,Cecilia Isabel Aldecoa Casasola De Castro,Irma Yolanda Gutierrez Morales,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-01-0404-46,22-001,JUTIAPA,JUTIAPA,colegio particular integral evolucion,lote 4 sector e residenciales maria eugenia,31003414,Cecilia Isabel Aldecoa Casasola De Castro,Miguel Angel Martinez De La Vega,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-01-0406-46,22-003,JUTIAPA,JUTIAPA,liceo educativo innovador leisar,7a ave 5-24 barrio el chaparron,78441031,Remberto Recinos Sarceno,Regnier Antonio Velasquez Donis,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-01-0408-46,22-003,JUTIAPA,JUTIAPA,instituto particular mixto de mercadotecnia y publicidad de oriente impo ,5a ave 7-35 zona 1,78441530,Remberto Recinos Sarceno,Jorge Mario Aguilar Retana,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-01-0410-46,22-001,JUTIAPA,JUTIAPA,instituto tecnico particular de diversificado intecpadi,5ta calle 5-43 zona 1,78440379,Cecilia Isabel Aldecoa Casasola De Castro,Roni Ernesto Recinos Estrada,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-01-0412-46,22-003,JUTIAPA,JUTIAPA,escuela en ciencias de la comunicacion ecco,km 116-5 carretera interamericana,78440228,Remberto Recinos Sarceno,Rodabel Rios Castillo,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
